region,country,reportyear,population,total_actual_dd,actual_dbd,actual_dcd,total_utilized_dd,utilized_dbd,utilized_dcd,dd_kidney_tx,ld_kidney_tx,total_kidney_tx,dd_liver_tx,domino_liver_tx,ld_liver_tx,total_liver_tx,total_heart,dd_lung_tx,ld_lung_tx,total_lung_tx,pancreas_tx,kidney_pancreas_tx,small_bowel_tx
Europe,Switzerland,2008,7.5,90,90,NA,NA,NA,NA,170,116,286,71,4,12,83,29,NA,NA,40,17,15,1
Western Pacific,China,2008,1336.3,NA,NA,NA,NA,NA,NA,3500,2600,6100,1500,NA,490,1990,130,NA,NA,35,NA,NA,NA
America,Colombia,2008,46.7,436,NA,NA,NA,NA,NA,641,64,705,198,NA,NA,198,83,NA,NA,14,5,5,NA
America,Costa Rica,2008,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2008,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2008,5.5,65,65,NA,NA,NA,NA,122,74,196,44,0,NA,44,20,NA,NA,18,NA,NA,NA
America,Dominican Republic,2008,9.9,102,NA,NA,NA,NA,NA,7,95,102,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
America,Ecuador,2008,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Spain,2008,44.6,1577,1500,77,NA,NA,NA,2073,156,2229,1080,14,28,1108,292,NA,NA,192,104,89,14
Europe,Finland,2008,5.3,81,81,NA,NA,NA,NA,141,9,150,47,0,NA,47,21,NA,NA,12,NA,NA,NA
Western Pacific,Fiji,2008,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Georgia,2008,4.4,NA,NA,NA,NA,NA,NA,NA,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Europe,Greece,2008,11.2,98,98,NA,NA,NA,NA,186,51,237,58,0,NA,58,16,NA,NA,3,2,2,0
America,Guatemala,2008,13.7,7,NA,NA,NA,NA,NA,14,71,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Honduras,2008,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2008,4.6,83,83,NA,NA,NA,NA,149,9,158,64,0,1,65,20,NA,NA,NA,14,14,NA
South-East Asia,Indonesia,2008,234.3,NA,NA,NA,NA,NA,NA,NA,494,494,NA,NA,2,2,NA,NA,NA,NA,NA,NA,0
Europe,Ireland,2008,4.4,81,81,NA,NA,NA,NA,136,10,146,58,NA,NA,58,4,NA,NA,NA,12,12,0
Eastern Mediterranean,Iran (Islamic Republic of),2008,72.2,203,203,NA,NA,NA,NA,381,1545,1926,147,0,38,185,52,NA,NA,NA,13,NA,0
Europe,Iceland,2008,0.3,2,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Italy,2008,58.9,1201,1198,3,NA,NA,NA,1533,123,1656,996,4,19,1015,326,NA,NA,94,59,47,3
Eastern Mediterranean,Jordan,2008,6.1,NA,NA,NA,NA,NA,NA,NA,190,190,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA
Africa,Kenya,2008,38.6,NA,NA,NA,NA,NA,NA,NA,120,120,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Western Pacific,Republic of Korea,2008,48.4,148,144,4,NA,NA,NA,289,660,949,125,0,652,777,50,NA,NA,8,18,9,0
Eastern Mediterranean,Kuwait,2008,2.9,13,13,NA,NA,NA,NA,26,50,76,1,NA,NA,1,NA,NA,NA,NA,1,1,0
Europe,Kazakhstan,2008,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Lao People's Democratic Republic,2008,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2008,4.1,NA,NA,NA,NA,NA,NA,28,80,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Libyan Arab Jamahiriya,2008,6.3,NA,NA,NA,NA,NA,NA,NA,55,55,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of Moldova,2008,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Africa,Mali,2008,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Maldives,2008,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2008,151.5,NA,NA,NA,NA,NA,NA,NA,14,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
America,Nicaragua,2008,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Netherlands,2008,16.5,210,119,91,NA,NA,NA,352,411,763,129,8,2,131,32,NA,NA,56,14,12,NA
Europe,Norway,2008,4.7,98,NA,NA,NA,NA,NA,180,98,278,79,0,NA,79,39,NA,NA,30,10,9,NA
Western Pacific,New Zealand,2008,4.2,31,29,2,NA,NA,NA,53,68,121,17,NA,7,24,10,NA,NA,14,4,4,NA
Western Pacific,Philippines,2008,89.7,NA,NA,NA,NA,NA,NA,30,1117,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2008,38,427,427,NA,NA,NA,NA,790,20,810,224,0,21,245,61,NA,NA,11,20,20,0
Europe,Portugal,2008,10.7,283,283,NA,NA,NA,NA,475,49,524,269,70,5,274,42,NA,NA,4,14,10,0
America,Paraguay,2008,6.2,11,NA,NA,NA,NA,NA,6,21,27,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1
Europe,Romania,2008,21.3,60,59,1,NA,NA,NA,115,112,227,35,0,8,43,6,NA,NA,NA,NA,NA,0
Europe,Serbia,2008,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Saudi Arabia,2008,25.3,105,103,2,NA,NA,NA,166,228,394,59,0,38,97,19,NA,NA,1,1,1,0
Eastern Mediterranean,Sudan,2008,39.4,NA,NA,NA,NA,NA,NA,NA,68,68,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Western Pacific,Singapore,2008,4.5,27,23,4,NA,NA,NA,46,83,129,17,NA,33,50,3,NA,NA,NA,NA,NA,NA
Europe,Slovenia,2008,2,37,37,NA,NA,NA,NA,52,NA,52,22,0,NA,22,6,NA,NA,NA,NA,NA,NA
Europe,Slovakia,2008,5.4,77,77,0,NA,NA,NA,145,21,166,12,0,NA,12,26,NA,NA,NA,NA,NA,0
Africa,Senegal,2008,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,El Salvador,2008,7,NA,NA,NA,NA,NA,NA,NA,29,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Europe,Turkey,2008,75.8,262,259,3,NA,NA,NA,414,1248,1662,212,0,390,602,51,NA,NA,1,10,3,3
America,United States of America,2008,308.8,7989,7140,849,NA,NA,NA,10550,5967,16517,6069,NA,249,6318,2163,NA,NA,1478,1273,837,185
America,Uruguay,2008,3.4,63,NA,0,NA,NA,NA,114,7,121,3,NA,NA,3,11,NA,NA,4,6,6,NA
Europe,Uzbekistan,2008,27.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2008,48.8,80,70,10,NA,NA,NA,160,90,250,20,0,NA,20,25,NA,NA,5,5,5,0
Europe,Albania,2009,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Armenia,2009,3.1,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Argentina,2009,40.3,500,500,0,NA,NA,NA,839,212,1051,245,2,20,265,93,NA,NA,30,NA,67,3
Europe,Austria,2009,8.4,214,213,1,NA,209,1,363,69,432,146,0,7,153,73,NA,NA,109,NA,32,NA
Western Pacific,Australia,2009,21.3,247,205,42,NA,NA,NA,446,324,770,185,NA,2,187,61,NA,NA,114,NA,36,NA
Europe,Azerbaijan,2009,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2009,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Belgium,2009,10.6,285,224,61,NA,216,60,428,49,477,222,2,23,245,68,NA,NA,90,NA,12,NA
Europe,Bulgaria,2009,7.5,11,11,0,NA,11,0,17,15,32,9,NA,4,13,5,NA,NA,0,NA,0,0
Western Pacific,Brunei Darussalam,2009,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2009,193.7,1553,NA,NA,NA,NA,NA,2524,1717,4241,1197,NA,NA,1197,200,NA,NA,28,NA,NA,NA
South-East Asia,Bhutan,2009,0.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Belarus,2009,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Canada,2009,33.6,487,444,43,NA,NA,43,810,454,1264,413,NA,64,477,172,NA,NA,188,NA,48,1
Europe,Switzerland,2009,7.6,103,103,0,NA,NA,NA,189,102,291,95,1,7,102,30,NA,NA,39,NA,9,0
Western Pacific,China,2009,1345.8,NA,NA,NA,NA,NA,NA,3500,2600,6100,1500,NA,490,1990,130,NA,NA,35,NA,NA,NA
America,Colombia,2009,45.7,554,554,NA,NA,NA,NA,777,70,847,237,0,8,245,58,NA,NA,6,NA,8,0
America,Costa Rica,2009,4.6,24,24,0,NA,NA,NA,46,84,130,15,NA,1,16,3,NA,NA,0,NA,0,0
Europe,Montenegro,2009,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2009,5.5,77,77,0,NA,NA,NA,141,90,231,40,1,0,40,27,NA,NA,29,NA,0,NA
America,Dominican Republic,2009,10.1,9,9,0,NA,NA,NA,17,43,60,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
America,Ecuador,2009,13.6,17,NA,NA,NA,NA,NA,33,25,58,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Europe,Spain,2009,44.9,1606,1499,107,NA,1317,83,2093,235,2328,1070,11,29,1099,274,NA,NA,219,NA,82,11
Europe,Finland,2009,5.3,94,NA,NA,NA,94,0,174,6,180,48,0,0,48,13,NA,NA,14,NA,0,NA
Western Pacific,Fiji,2009,0.8,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Georgia,2009,4.3,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Greece,2009,11.2,71,NA,NA,NA,NA,NA,116,34,150,33,NA,NA,33,8,NA,NA,3,NA,NA,NA
America,Guatemala,2009,14,6,NA,NA,NA,NA,NA,12,57,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Honduras,2009,7.5,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2009,4.4,78,NA,NA,NA,77,0,156,14,170,60,0,2,62,20,NA,NA,NA,NA,13,NA
South-East Asia,Indonesia,2009,230,0,0,0,NA,NA,NA,0,494,494,0,NA,2,2,0,NA,NA,NA,NA,0,0
Europe,Ireland,2009,4.5,90,90,0,NA,86,0,154,18,172,64,NA,NA,64,11,NA,NA,5,NA,8,0
Eastern Mediterranean,Iran (Islamic Republic of),2009,74.2,212,212,0,NA,NA,NA,401,1740,2141,168,0,34,202,46,NA,NA,6,NA,NA,0
Europe,Iceland,2009,0.3,6,6,0,NA,6,0,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Italy,2009,59.9,1273,NA,2,NA,1166,1,1650,136,1786,1061,1,15,1076,355,NA,NA,112,NA,58,4
Eastern Mediterranean,Jordan,2009,6.3,0,0,0,NA,NA,NA,0,190,190,0,NA,20,20,0,NA,NA,NA,NA,0,NA
Africa,Kenya,2009,39.8,0,0,0,NA,NA,NA,0,25,25,0,0,0,0,0,NA,NA,0,NA,0,0
Western Pacific,Republic of Korea,2009,48.3,261,253,8,NA,NA,NA,488,687,1175,236,0,782,1018,65,NA,NA,8,NA,15,1
Eastern Mediterranean,Kuwait,2009,3,5,5,0,NA,NA,NA,8,67,75,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Kazakhstan,2009,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Lao People's Democratic Republic,2009,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2009,4.2,0,0,0,NA,NA,NA,0,75,75,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Libyan Arab Jamahiriya,2009,6.4,0,0,0,NA,NA,NA,0,56,56,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Republic of Moldova,2009,3.6,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Mali,2009,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Maldives,2009,0.3,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Nigeria,2009,154.7,0,NA,NA,NA,NA,NA,0,30,30,0,0,0,0,0,NA,NA,0,NA,0,0
America,Nicaragua,2009,5.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Netherlands,2009,16.6,227,131,96,NA,130,85,397,417,814,129,0,3,132,36,NA,NA,67,NA,11,1
Europe,Norway,2009,4.8,102,102,0,NA,102,0,188,104,292,82,0,0,82,27,NA,NA,24,NA,16,NA
Western Pacific,New Zealand,2009,4.3,43,41,2,NA,NA,NA,54,67,121,33,NA,8,41,11,NA,NA,16,NA,2,NA
Western Pacific,Philippines,2009,92,NA,NA,NA,NA,NA,NA,65,446,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2009,38.1,420,NA,NA,NA,410,0,762,23,785,214,0,22,236,71,NA,NA,10,NA,20,0
Europe,Portugal,2009,10.7,329,329,0,NA,319,0,531,64,595,254,52,1,255,47,NA,NA,11,NA,19,0
America,Paraguay,2009,6.3,19,NA,NA,NA,NA,NA,19,37,56,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Europe,Romania,2009,21.3,42,42,0,NA,42,0,83,113,196,29,0,3,32,10,NA,NA,0,NA,0,0
Europe,Serbia,2009,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Saudi Arabia,2009,25.7,68,68,0,NA,NA,NA,111,272,383,51,0,58,109,15,NA,NA,4,NA,2,0
Eastern Mediterranean,Sudan,2009,42.3,0,0,0,NA,NA,NA,0,113,113,0,0,0,0,0,NA,NA,0,NA,0,0
Western Pacific,Singapore,2009,4.7,25,20,5,NA,NA,NA,41,28,69,17,0,8,25,5,NA,NA,0,NA,NA,NA
Europe,Slovenia,2009,2,34,NA,NA,NA,34,0,43,1,44,18,0,0,18,18,NA,NA,NA,NA,2,NA
Europe,Slovakia,2009,5.4,86,86,0,NA,86,0,153,19,172,24,NA,NA,24,23,NA,NA,0,NA,0,0
Africa,Senegal,2009,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,El Salvador,2009,6.2,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Turkey,2009,74.8,262,262,0,NA,NA,NA,431,1931,2362,229,0,364,593,55,NA,NA,7,NA,0,1
America,United States of America,2009,314.7,8022,7102,920,NA,NA,NA,10442,6388,16830,6111,NA,219,6330,2211,NA,NA,1660,NA,854,180
America,Uruguay,2009,3.4,65,65,0,NA,NA,NA,123,7,130,10,0,0,10,7,NA,NA,0,NA,5,0
Europe,Uzbekistan,2009,27.5,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2009,50.1,140,138,2,NA,NA,NA,140,142,282,37,0,0,37,26,NA,NA,8,NA,11,0
Europe,Albania,2010,3.2,0,0,0,NA,NA,NA,0,2,2,0,0,0,0,0,NA,NA,0,0,0,0
Europe,Armenia,2010,3.1,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Argentina,2010,40.7,583,583,0,NA,NA,NA,846,236,1082,289,1,33,323,72,NA,NA,42,NA,58,7
Europe,Austria,2010,8.4,196,196,NA,NA,NA,NA,348,59,407,139,0,2,141,69,NA,NA,114,NA,27,NA
Western Pacific,Australia,2010,21.5,302,235,67,NA,NA,NA,548,293,841,204,NA,4,208,68,NA,NA,123,NA,33,1
Europe,Azerbaijan,2010,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Bosnia and Herzegovina,2010,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Belgium,2010,10.7,221,171,50,NA,NA,NA,404,49,453,210,0,33,243,68,NA,NA,114,NA,22,NA
Europe,Bulgaria,2010,7.5,20,20,0,NA,NA,NA,36,12,48,13,NA,2,15,5,NA,NA,0,NA,0,0
Western Pacific,Brunei Darussalam,2010,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Brazil,2010,195.4,1934,1934,NA,NA,NA,NA,2946,1714,4660,1295,NA,109,1404,167,NA,NA,60,NA,87,NA
South-East Asia,Bhutan,2010,0.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Belarus,2010,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Canada,2010,33.9,495,423,72,NA,NA,45,749,485,1234,387,0,64,451,170,NA,NA,180,NA,50,1
Europe,Switzerland,2010,7.6,98,98,0,NA,NA,NA,180,114,294,98,1,1,100,35,NA,NA,49,NA,9,1
Western Pacific,China,2010,1354.1,NA,NA,NA,NA,NA,NA,4577,963,5540,2082,NA,62,2144,147,NA,NA,33,NA,NA,NA
America,Colombia,2010,46.3,569,569,0,NA,NA,NA,798,70,868,218,0,2,220,60,NA,NA,6,NA,12,6
America,Costa Rica,2010,4.6,16,16,0,NA,NA,NA,32,93,125,8,0,0,8,0,NA,NA,0,NA,0,0
Europe,Montenegro,2010,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Denmark,2010,5.5,73,73,0,NA,NA,NA,130,102,232,47,0,0,47,22,NA,NA,31,NA,NA,NA
America,Dominican Republic,2010,10.2,11,11,NA,NA,NA,NA,16,29,45,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
America,Ecuador,2010,13.8,31,31,NA,NA,NA,NA,60,19,79,18,NA,NA,18,1,NA,NA,NA,NA,NA,NA
Europe,Spain,2010,45.3,1502,1372,130,NA,NA,NA,1985,240,2225,943,8,20,971,243,NA,NA,235,NA,71,5
Europe,Finland,2010,5.3,92,92,0,NA,NA,NA,164,11,175,50,0,0,50,22,NA,NA,15,NA,2,1
Western Pacific,Fiji,2010,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Georgia,2010,4.2,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Greece,2010,11.2,44,44,0,NA,NA,NA,108,27,135,25,0,0,25,5,NA,NA,2,NA,NA,NA
America,Guatemala,2010,14.4,6,NA,NA,NA,NA,NA,12,57,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Honduras,2010,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2010,4.4,135,135,0,NA,NA,NA,224,20,244,103,NA,2,105,36,NA,NA,NA,NA,5,NA
South-East Asia,Indonesia,2010,232.5,0,0,0,NA,NA,NA,0,494,494,0,NA,2,2,0,NA,NA,0,NA,0,0
Europe,Ireland,2010,4.6,58,58,0,NA,NA,NA,151,23,174,38,0,0,38,3,NA,NA,4,NA,8,0
Eastern Mediterranean,Iran (Islamic Republic of),2010,75.1,311,311,0,NA,NA,NA,592,1636,2228,251,0,48,299,82,NA,NA,17,NA,0,4
Europe,Iceland,2010,0.3,3,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Italy,2010,60.1,1298,1295,3,NA,NA,NA,1512,182,1694,1002,0,12,1014,273,NA,NA,107,NA,27,6
Eastern Mediterranean,Jordan,2010,6.5,0,0,0,NA,NA,NA,0,190,190,0,NA,20,20,0,NA,NA,0,NA,0,NA
Africa,Kenya,2010,40.9,0,0,0,NA,NA,NA,0,37,NA,0,0,0,0,0,NA,NA,0,NA,0,0
Western Pacific,Republic of Korea,2010,48.5,268,264,4,NA,NA,NA,491,796,1287,232,NA,824,1056,71,NA,NA,16,NA,13,1
Eastern Mediterranean,Kuwait,2010,3.1,7,7,0,NA,NA,NA,10,60,70,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Kazakhstan,2010,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Lao People's Democratic Republic,2010,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2010,4.3,2,NA,NA,NA,NA,NA,4,70,NA,1,NA,NA,1,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Libyan Arab Jamahiriya,2010,6.5,0,0,0,NA,NA,NA,0,56,56,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Republic of Moldova,2010,3.6,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Mali,2010,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Maldives,2010,0.3,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Nigeria,2010,158.3,0,0,0,NA,NA,NA,0,26,26,0,0,0,0,0,NA,NA,0,NA,0,0
America,Nicaragua,2010,5.8,0,0,0,NA,NA,NA,0,10,10,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Netherlands,2010,16.7,227,143,84,NA,NA,NA,394,473,867,131,1,4,136,46,NA,NA,67,NA,14,NA
Europe,Norway,2010,4.9,102,102,NA,NA,NA,NA,180,83,263,89,NA,NA,89,32,NA,NA,32,NA,14,NA
Western Pacific,New Zealand,2010,4.3,38,37,1,NA,NA,NA,52,60,112,30,NA,6,36,11,NA,NA,12,NA,2,NA
Western Pacific,Philippines,2010,93.6,48,NA,NA,NA,NA,NA,48,209,257,0,NA,0,0,0,NA,NA,0,NA,0,0
Europe,Poland,2010,38,509,509,0,NA,NA,NA,949,50,999,217,0,20,237,79,NA,NA,12,NA,19,0
Europe,Portugal,2010,10.7,323,323,0,NA,NA,NA,522,51,573,208,37,0,245,50,NA,NA,10,NA,14,0
America,Paraguay,2010,6.5,12,12,NA,NA,NA,NA,11,18,29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Europe,Romania,2010,21.2,70,70,0,NA,NA,NA,124,88,212,42,0,9,51,7,NA,NA,0,NA,0,0
Europe,Serbia,2010,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Saudi Arabia,2010,26.2,95,94,1,NA,NA,NA,156,349,505,62,0,40,102,19,NA,NA,19,NA,2,0
Eastern Mediterranean,Sudan,2010,43.2,0,0,0,NA,NA,NA,0,94,94,0,0,0,0,0,NA,NA,0,NA,0,0
Western Pacific,Singapore,2010,4.8,26,23,3,NA,NA,NA,36,25,61,15,0,11,26,3,NA,NA,0,NA,NA,NA
Europe,Slovenia,2010,2,41,41,0,NA,NA,NA,61,0,61,23,0,0,23,19,NA,NA,NA,NA,1,NA
Europe,Slovakia,2010,5.4,91,91,0,NA,NA,NA,162,7,169,33,0,0,33,21,NA,NA,0,NA,0,0
Africa,Senegal,2010,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,El Salvador,2010,6.2,NA,NA,NA,NA,NA,NA,NA,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Turkey,2010,75.7,272,272,NA,NA,NA,NA,395,2107,2402,209,NA,486,695,86,NA,NA,3,NA,NA,3
America,United States of America,2010,317.6,7943,7000,943,NA,NA,NA,10622,6276,16898,6009,NA,282,6291,2333,NA,NA,1770,NA,828,151
America,Uruguay,2010,3.4,49,49,0,NA,NA,NA,90,3,93,12,0,0,12,7,NA,NA,2,NA,4,0
Europe,Uzbekistan,2010,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2010,50.5,98,98,NA,NA,NA,NA,135,113,248,36,0,0,36,24,NA,NA,4,NA,12,0
Europe,Albania,2011,3.2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
Europe,Armenia,2011,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Argentina,2011,40.8,604,604,0,NA,NA,NA,848,249,1097,332,0,32,364,106,26,0,26,75,65,5
Europe,Austria,2011,8.4,205,199,6,NA,NA,NA,360,55,415,126,0,2,128,51,120,NA,120,16,16,NA
Western Pacific,Australia,2011,22.6,337,251,86,245,84,329,570,255,825,213,0,2,215,66,159,NA,159,26,26,0
Europe,Azerbaijan,2011,9.3,0,0,0,0,0,0,0,52,52,0,NA,31,31,0,0,0,0,0,0,0
